Oyuncu,Takim,Ana_Mevki,Yas,Piyasa_Degeri_Euro,Gol,Asist,Gol_Beklentisi_xG,Mac_Sayisi,Oynadigi_Sure_Dk,Uyruk,Genel_Pozisyon,Lig,Ilk_11,90_Dk_Sayisi,Skor_Katkisi,Penaltisiz_Gol,Penalti_Gol,Penalti_Kullanimi,Sari_Kart,Kirmizi_Kart,Penaltisiz_Gol_Beklentisi_npxG,Asist_Beklentisi_xAG,Penaltisiz_Toplam_Beklenti,Top_Surme_Mesafe,Ileri_Pas_Sayisi,Ileri_Pas_Alma,Mac_Basi_Gol,Mac_Basi_Asist,Mac_Basi_Skor_Katkisi,Mac_Basi_Penaltisiz_Gol,Mac_Basi_Penaltisiz_Skor,Mac_Basi_xG,Mac_Basi_Asist_Beklentisi,Mac_Basi_Toplam_Beklenti,Mac_Basi_Penaltisiz_xG,Mac_Basi_Penaltisiz_Toplam_Beklenti,Boy_m,Ayak,Yas_Detay,Top_Calma_Toplam,Kazanilan_Top_Calma,Top_Calma_Defans_Bolgesi,Top_Calma_Orta_Saha,Top_Calma_Hucum_Bolgesi,Dribbling_Kesme,Calim_Yeme,Blok_Toplam,Sut_Blogu,Pas_Blogu,Pas_Arasi,Uzaklastirma,Hata_Gol_Yediren
Javi Galan,Atletico Madrid,Sol Bek,31.0,3500000.0,0.0,0.0,0.0,5.0,134.0,ESP,DF,La Liga (ISP),1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,5.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,1.72,Sol ayak,31-028,2.0,2.0,1.0,1.0,0.0,2.0,1.0,3.0,0.0,3.0,1.0,5.0,0.0
Leandro Cabrera,Espanyol,Stoper,34.0,1000000.0,2.0,0.0,1.4,0.0,1350.0,URU,DF,La Liga (ISP),15.0,15.0,2.0,2.0,0.0,0.0,1.0,0.0,1.4,0.4,1.7,1.0,43.0,5.0,0.13,0.0,0.13,0.13,0.13,0.09,0.03,0.12,0.09,0.12,1.9,Sol ayak,34-183,11.0,4.0,8.0,3.0,0.0,6.0,11.0,14.0,11.0,3.0,12.0,81.0,0.0
Carlos Romero,Espanyol,Sol Bek,24.0,15000000.0,2.0,2.0,1.4,0.0,1325.0,ESP,DF,La Liga (ISP),15.0,14.7,4.0,2.0,0.0,0.0,1.0,0.0,1.4,1.7,3.1,42.0,35.0,58.0,0.14,0.14,0.27,0.14,0.27,0.09,0.12,0.21,0.09,0.21,1.74,Sol ayak,24-049,39.0,26.0,19.0,13.0,7.0,24.0,15.0,15.0,6.0,9.0,17.0,33.0,2.0
Pol Lozano,Espanyol,Merkez Orta Saha,26.0,6000000.0,1.0,0.0,0.2,0.0,1093.0,ESP,MF,La Liga (ISP),14.0,12.1,1.0,1.0,0.0,0.0,4.0,0.0,0.2,0.5,0.6,7.0,56.0,3.0,0.08,0.0,0.08,0.08,0.08,0.01,0.04,0.05,0.01,0.05,1.76,Sag ayak,26-072,16.0,7.0,7.0,8.0,1.0,6.0,18.0,5.0,1.0,4.0,11.0,16.0,0.0
Omar El Hilali,Espanyol,Sag Bek,22.0,15000000.0,0.0,2.0,0.0,0.0,1165.0,MAR,DF,La Liga (ISP),13.0,12.9,2.0,0.0,0.0,0.0,4.0,0.0,0.0,1.3,1.3,12.0,57.0,22.0,0.0,0.15,0.15,0.0,0.15,0.0,0.1,0.1,0.0,0.1,1.83,Sag ayak,22-096,31.0,24.0,20.0,7.0,4.0,22.0,13.0,11.0,4.0,7.0,15.0,43.0,1.0
Edu Exposito,Espanyol,Merkez Orta Saha,29.0,4000000.0,0.0,5.0,0.8,0.0,1040.0,ESP,MF,La Liga (ISP),13.0,11.6,5.0,0.0,0.0,0.0,3.0,0.0,0.8,3.4,4.2,28.0,88.0,44.0,0.0,0.43,0.43,0.0,0.43,0.07,0.29,0.37,0.07,0.37,1.78,Sag ayak,29-138,17.0,11.0,4.0,10.0,3.0,9.0,9.0,1.0,1.0,0.0,8.0,12.0,0.0
Pere Milla,Espanyol,Sol Kanat,33.0,1200000.0,5.0,0.0,4.5,0.0,1004.0,ESP,FW,La Liga (ISP),13.0,11.2,5.0,5.0,0.0,0.0,4.0,1.0,4.5,1.7,6.2,18.0,33.0,46.0,0.45,0.0,0.45,0.45,0.45,0.4,0.16,0.56,0.4,0.56,1.8,Sol ayak,33-085,22.0,12.0,8.0,7.0,7.0,8.0,16.0,15.0,3.0,12.0,10.0,7.0,0.0
Roberto Fernandez,Espanyol,Santrafor,23.0,10000000.0,4.0,2.0,4.4,0.0,1123.0,ESP,FW,La Liga (ISP),12.0,12.5,6.0,3.0,1.0,1.0,1.0,0.0,3.6,3.0,6.6,8.0,10.0,50.0,0.32,0.16,0.48,0.24,0.4,0.35,0.24,0.59,0.29,0.53,1.86,Sag ayak,23-167,4.0,0.0,0.0,3.0,1.0,2.0,5.0,13.0,2.0,11.0,4.0,14.0,0.0
Tyrhys Dolan,Espanyol,Sag Kanat,23.0,10000000.0,0.0,2.0,1.1,0.0,1062.0,ENG,MF,La Liga (ISP),12.0,11.8,2.0,0.0,0.0,0.0,3.0,1.0,1.1,2.0,3.1,51.0,29.0,87.0,0.0,0.17,0.17,0.0,0.17,0.09,0.17,0.26,0.09,0.26,1.7,Sag ayak,23-354,24.0,17.0,11.0,8.0,5.0,10.0,7.0,14.0,0.0,14.0,5.0,8.0,0.0
Fernando Calero,Espanyol,Stoper,30.0,2000000.0,0.0,0.0,1.3,0.0,926.0,ESP,DF,La Liga (ISP),10.0,10.3,0.0,0.0,0.0,0.0,2.0,0.0,1.3,0.0,1.3,3.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13,1.84,Sag ayak,30-094,14.0,9.0,13.0,1.0,0.0,5.0,2.0,27.0,20.0,7.0,12.0,53.0,0.0
Javi Puado,Espanyol,Sol Kanat,27.0,10000000.0,2.0,0.0,3.5,0.0,661.0,ESP,FW,La Liga (ISP),8.0,7.3,2.0,1.0,1.0,2.0,2.0,0.0,1.9,0.8,2.7,24.0,29.0,41.0,0.27,0.0,0.27,0.14,0.14,0.47,0.11,0.59,0.26,0.37,1.77,Sag ayak,27-206,4.0,2.0,2.0,0.0,2.0,0.0,5.0,5.0,1.0,4.0,3.0,3.0,0.0
Clemens Riedel,Espanyol,Stoper,22.0,5000000.0,0.0,1.0,0.1,0.0,510.0,GER,DF,La Liga (ISP),6.0,5.7,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.2,1.0,15.0,2.0,0.0,0.18,0.18,0.0,0.18,0.02,0.01,0.03,0.02,0.03,1.86,Sag ayak,22-151,12.0,7.0,5.0,5.0,2.0,5.0,1.0,5.0,3.0,2.0,4.0,39.0,0.0
Ramon Terrats,Espanyol,Merkez Orta Saha,25.0,3000000.0,0.0,0.0,0.3,0.0,256.0,ESP,MF,La Liga (ISP),3.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.9,1.3,2.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.12,0.33,0.45,0.12,0.45,1.81,Sol ayak,25-060,9.0,5.0,4.0,4.0,1.0,4.0,1.0,12.0,1.0,11.0,5.0,3.0,0.0
Charles Pickel,Espanyol,On Libero,28.0,2500000.0,0.0,0.0,0.2,0.0,344.0,COD,MF,La Liga (ISP),2.0,3.8,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.3,0.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.07,0.07,0.07,1.87,Sag ayak,28-216,7.0,2.0,3.0,3.0,1.0,2.0,3.0,5.0,2.0,3.0,3.0,9.0,0.0
Jose Salinas,Espanyol,Sol Bek,25.0,2800000.0,0.0,0.0,0.0,0.0,133.0,ESP,DF,La Liga (ISP),1.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.1,3.0,8.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,1.78,Sol ayak,25-078,2.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0
Luca Koleosho,Espanyol,Sag Kanat,21.0,4000000.0,0.0,0.0,0.0,0.0,63.0,ITA,MF,La Liga (ISP),0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,3.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.1,0.06,0.1,1.75,Sag ayak,21-093,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Natan,Real Betis,Stoper,24.0,20000000.0,0.0,0.0,0.3,0.0,1409.0,BRA,DF,La Liga (ISP),16.0,15.7,0.0,0.0,0.0,0.0,4.0,0.0,0.3,0.2,0.5,6.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,1.88,Sol ayak,Veri Yok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pablo Fornals,Real Betis,Merkez Orta Saha,29.0,8000000.0,3.0,4.0,1.6,0.0,1304.0,ESP,MF,La Liga (ISP),16.0,14.5,7.0,3.0,0.0,0.0,1.0,0.0,1.6,2.9,4.6,23.0,114.0,75.0,0.21,0.28,0.48,0.21,0.48,0.11,0.2,0.32,0.11,0.32,1.78,Sag ayak,Veri Yok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hector Bellerin,Real Betis,Sag Bek,30.0,2500000.0,0.0,2.0,0.1,0.0,1001.0,ESP,DF,La Liga (ISP),12.0,11.1,2.0,0.0,0.0,0.0,1.0,0.0,0.1,2.0,2.1,13.0,47.0,59.0,0.0,0.18,0.18,0.0,0.18,0.01,0.18,0.19,0.01,0.19,1.78,Sag ayak,Veri Yok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antony,Real Betis,Sag Kanat,25.0,30000000.0,5.0,1.0,3.6,0.0,931.0,BRA,FW,La Liga (ISP),11.0,10.3,6.0,5.0,0.0,0.0,1.0,1.0,3.6,1.3,4.9,56.0,51.0,102.0,0.48,0.1,0.58,0.48,0.58,0.34,0.13,0.47,0.34,0.47,1.72,Sol ayak,Veri Yok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marc Bartra,Real Betis,Stoper,34.0,1000000.0,1.0,0.0,0.2,0.0,998.0,ESP,DF,La Liga (ISP),10.0,11.1,1.0,1.0,0.0,0.0,2.0,0.0,0.2,0.0,0.2,5.0,21.0,0.0,0.09,0.0,0.09,0.09,0.09,0.01,0.0,0.02,0.01,0.02,1.84,Sag ayak,Veri Yok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giovani Lo Celso,Real Betis,On Numara,29.0,15000000.0,1.0,2.0,1.7,0.0,856.0,ARG,MF,La Liga (ISP),9.0,9.5,3.0,1.0,0.0,0.0,3.0,0.0,1.7,1.8,3.4,14.0,75.0,34.0,0.11,0.21,0.32,0.11,0.32,0.18,0.19,0.36,0.18,0.36,1.77,Sol ayak,Veri Yok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abde Ezzalzouli,Real Betis,Sol Kanat,23.0,20000000.0,3.0,3.0,3.6,0.0,780.0,MAR,FW,La Liga (ISP),9.0,8.7,6.0,3.0,0.0,0.0,1.0,0.0,3.6,3.0,6.5,45.0,22.0,90.0,0.35,0.35,0.69,0.35,0.69,0.41,0.34,0.75,0.41,0.75,1.77,Sag ayak,Veri Yok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valentin Gomez,Real Betis,Stoper,22.0,12000000.0,1.0,0.0,0.7,0.0,810.0,ARG,DF,La Liga (ISP),8.0,9.0,1.0,1.0,0.0,0.0,3.0,0.0,0.7,0.4,1.1,8.0,28.0,22.0,0.11,0.0,0.11,0.11,0.11,0.07,0.04,0.12,0.07,0.12,1.81,Sol ayak,Veri Yok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marc Roca,Real Betis,On Libero,29.0,4000000.0,0.0,0.0,0.1,0.0,660.0,ESP,MF,La Liga (ISP),8.0,7.3,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.5,0.6,3.0,32.0,7.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.08,0.01,0.08,1.84,Sol ayak,Veri Yok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ricardo Rodriguez,Real Betis,Sol Bek,33.0,1500000.0,0.0,1.0,0.1,0.0,586.0,SUI,DF,La Liga (ISP),7.0,6.5,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.5,12.0,22.0,6.0,0.0,0.15,0.15,0.0,0.15,0.02,0.06,0.07,0.02,0.07,1.82,Sol ayak,Veri Yok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodrigo Riquelme,Real Betis,Sol Kanat,25.0,8000000.0,0.0,1.0,1.0,0.0,518.0,ESP,FW,La Liga (ISP),7.0,5.8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,2.5,26.0,22.0,32.0,0.0,0.17,0.17,0.0,0.17,0.17,0.27,0.44,0.17,0.44,1.74,Sag ayak,Veri Yok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aitor Ruibal,Real Betis,Sag Kanat,29.0,3500000.0,1.0,0.0,1.7,0.0,640.0,ESP,FW,La Liga (ISP),6.0,7.1,1.0,1.0,0.0,0.0,2.0,0.0,1.7,0.7,2.4,6.0,29.0,37.0,0.14,0.0,0.14,0.14,0.14,0.24,0.1,0.34,0.24,0.34,1.76,Sag ayak,Veri Yok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sofyan Amrabat,Real Betis,On Libero,29.0,12000000.0,0.0,0.0,0.1,0.0,603.0,MAR,MF,La Liga (ISP),6.0,6.7,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.2,0.3,9.0,43.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,1.85,Sag ayak,Veri Yok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergi Altimira,Real Betis,Merkez Orta Saha,24.0,20000000.0,1.0,1.0,0.2,0.0,540.0,ESP,MF,La Liga (ISP),6.0,6.0,2.0,1.0,0.0,0.0,2.0,0.0,0.2,0.2,0.3,7.0,15.0,3.0,0.17,0.17,0.33,0.17,0.33,0.03,0.03,0.05,0.03,0.05,1.88,Sag ayak,Veri Yok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Junior Firpo,Real Betis,Sol Bek,29.0,6000000.0,0.0,1.0,0.4,0.0,460.0,DOM,DF,La Liga (ISP),5.0,5.1,1.0,0.0,0.0,0.0,2.0,0.0,0.4,0.6,1.0,7.0,23.0,28.0,0.0,0.2,0.2,0.0,0.2,0.08,0.12,0.2,0.08,0.2,1.84,Sol ayak,Veri Yok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nelson Deossa,Real Betis,Merkez Orta Saha,25.0,9000000.0,0.0,0.0,0.2,0.0,272.0,COL,MF,La Liga (ISP),3.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.3,8.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.11,0.06,0.11,1.85,Sol ayak,Veri Yok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pablo Garcia,Real Betis,Sag Kanat,19.0,10000000.0,0.0,0.0,1.1,0.0,295.0,ESP,FW,La Liga (ISP),2.0,3.3,0.0,0.0,0.0,0.0,1.0,0.0,1.1,0.1,1.1,12.0,6.0,29.0,0.0,0.0,0.0,0.0,0.0,0.32,0.02,0.34,0.32,0.34,1.75,Sol ayak,Veri Yok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diego Llorente,Real Betis,Stoper,32.0,3000000.0,1.0,0.0,0.7,0.0,82.0,ESP,DF,La Liga (ISP),2.0,0.9,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,0.0,1.0,0.0,1.1,0.0,1.1,1.1,1.1,0.73,0.0,0.73,0.73,0.73,1.86,Sag ayak,Veri Yok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angel Ortiz,Real Betis,Sag Bek,21.0,4000000.0,0.0,0.0,0.0,0.0,120.0,ESP,DF,La Liga (ISP),1.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,Sag ayak,Veri Yok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cedric Bakambu,Real Betis,Santrafor,34.0,1400000.0,1.0,0.0,0.4,0.0,71.0,COD,FW,La Liga (ISP),0.0,0.8,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.0,0.5,1.0,0.0,7.0,1.27,0.0,1.27,1.27,1.27,0.57,0.02,0.58,0.57,0.58,1.82,Sag ayak,Veri Yok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isco,Real Betis,On Numara,33.0,4000000.0,0.0,1.0,0.1,0.0,31.0,ESP,MF,La Liga (ISP),0.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.2,2.0,4.0,1.0,0.0,2.9,2.9,0.0,2.9,0.24,0.45,0.69,0.24,0.69,1.76,Sag ayak,Veri Yok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mikel Jauregizar,Athletic Club,Merkez Orta Saha,22.0,30000000.0,1.0,0.0,1.0,17.0,1465.0,ESP,MF,La Liga (ISP),17.0,16.3,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.7,1.6,10.0,99.0,26.0,0.06,0.0,0.06,0.06,0.06,0.06,0.04,0.1,0.06,0.1,1.77,Sag ayak,22-034,35.0,25.0,9.0,21.0,5.0,19.0,28.0,11.0,0.0,11.0,27.0,16.0,3.0
Daniel Vivian,Athletic Club,Stoper,26.0,30000000.0,0.0,0.0,0.8,16.0,1378.0,ESP,DF,La Liga (ISP),15.0,15.3,0.0,0.0,0.0,0.0,5.0,1.0,0.8,0.4,1.2,8.0,63.0,2.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,1.84,Sag ayak,26-155,28.0,18.0,19.0,8.0,1.0,15.0,13.0,14.0,8.0,6.0,20.0,79.0,4.0
Yuri Berchiche,Athletic Club,Sol Bek,35.0,1200000.0,0.0,0.0,0.3,16.0,1355.0,ESP,DF,La Liga (ISP),15.0,15.1,0.0,0.0,0.0,0.0,2.0,0.0,0.3,1.0,1.3,22.0,93.0,35.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.08,0.02,0.08,1.81,Sol ayak,35-310,22.0,15.0,8.0,8.0,6.0,15.0,7.0,14.0,1.0,13.0,16.0,65.0,0.0
Alex Berenguer,Athletic Club,Sol Kanat,30.0,5000000.0,1.0,2.0,2.1,15.0,1107.0,ESP,FW,La Liga (ISP),14.0,12.3,3.0,1.0,0.0,0.0,2.0,0.0,2.1,3.4,5.6,30.0,40.0,97.0,0.08,0.16,0.24,0.08,0.24,0.17,0.28,0.45,0.17,0.45,1.75,Sag ayak,30-166,15.0,8.0,0.0,13.0,2.0,7.0,13.0,14.0,0.0,14.0,5.0,15.0,1.0
Inigo Ruiz de Galarreta,Athletic Club,Merkez Orta Saha,32.0,2500000.0,0.0,0.0,0.2,15.0,977.0,ESP,MF,La Liga (ISP),14.0,10.9,0.0,0.0,0.0,0.0,7.0,0.0,0.2,0.9,1.1,10.0,85.0,17.0,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.1,0.02,0.1,1.75,Sag ayak,32-133,32.0,17.0,8.0,18.0,6.0,15.0,11.0,5.0,2.0,3.0,7.0,9.0,1.0
Gorka Guruzeta,Athletic Club,Santrafor,29.0,5000000.0,1.0,0.0,4.1,15.0,944.0,ESP,FW,La Liga (ISP),12.0,10.5,1.0,1.0,0.0,0.0,1.0,0.0,4.1,0.7,4.8,4.0,18.0,55.0,0.1,0.0,0.1,0.1,0.1,0.39,0.07,0.46,0.39,0.46,1.88,Sag ayak,29-096,6.0,1.0,1.0,3.0,2.0,1.0,5.0,16.0,0.0,16.0,3.0,10.0,0.0
Oihan Sancet,Athletic Club,On Numara,25.0,40000000.0,1.0,0.0,2.7,12.0,796.0,ESP,MF,La Liga (ISP),11.0,8.8,1.0,0.0,1.0,1.0,1.0,1.0,1.9,0.8,2.7,16.0,38.0,57.0,0.11,0.0,0.11,0.0,0.0,0.31,0.09,0.4,0.22,0.31,1.88,Sag ayak,25-236,8.0,6.0,1.0,3.0,4.0,2.0,2.0,7.0,2.0,5.0,3.0,6.0,1.0
Nico Williams,Athletic Club,Sol Kanat,23.0,60000000.0,3.0,2.0,3.7,13.0,912.0,ESP,FW,La Liga (ISP),10.0,10.1,5.0,2.0,1.0,2.0,0.0,0.0,2.2,3.1,5.3,58.0,28.0,103.0,0.3,0.2,0.49,0.2,0.39,0.37,0.31,0.68,0.21,0.53,1.81,Sag ayak,23-158,7.0,5.0,2.0,1.0,4.0,2.0,14.0,14.0,0.0,14.0,4.0,6.0,0.0
Aymeric Laporte,Athletic Club,Stoper,31.0,9000000.0,0.0,1.0,0.2,11.0,859.0,ESP,DF,La Liga (ISP),10.0,9.5,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.4,8.0,42.0,0.0,0.0,0.1,0.1,0.0,0.1,0.02,0.02,0.04,0.02,0.04,1.91,Sol ayak,31-204,8.0,5.0,5.0,3.0,0.0,6.0,5.0,15.0,11.0,4.0,11.0,60.0,0.0
Jesus Areso,Athletic Club,Sag Bek,26.0,10000000.0,0.0,1.0,0.0,14.0,958.0,ESP,DF,La Liga (ISP),9.0,10.6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2,1.2,29.0,26.0,68.0,0.0,0.09,0.09,0.0,0.09,0.0,0.11,0.11,0.0,0.11,1.82,Sag ayak,26-168,12.0,10.0,2.0,6.0,4.0,10.0,4.0,18.0,5.0,13.0,10.0,29.0,1.0
Aitor Paredes,Athletic Club,Stoper,25.0,18000000.0,1.0,0.0,0.8,10.0,820.0,ESP,DF,La Liga (ISP),9.0,9.1,1.0,1.0,0.0,0.0,1.0,0.0,0.8,0.0,0.8,7.0,45.0,2.0,0.11,0.0,0.11,0.11,0.11,0.09,0.0,0.09,0.09,0.09,1.85,Sag ayak,25-232,14.0,8.0,5.0,9.0,0.0,8.0,3.0,8.0,4.0,4.0,14.0,34.0,0.0
Inaki Williams,Athletic Club,Sag Kanat,31.0,10000000.0,1.0,0.0,2.3,10.0,717.0,GHA,FW,La Liga (ISP),8.0,8.0,1.0,0.0,1.0,1.0,1.0,0.0,1.5,0.5,2.0,18.0,13.0,68.0,0.13,0.0,0.13,0.0,0.0,0.29,0.06,0.35,0.19,0.25,1.86,Sag ayak,31-185,4.0,3.0,0.0,1.0,3.0,2.0,3.0,4.0,0.0,4.0,0.0,2.0,0.0
Roberto Navarro,Athletic Club,Sag Kanat,23.0,6000000.0,3.0,0.0,2.1,13.0,528.0,ESP,FW,La Liga (ISP),5.0,5.9,3.0,3.0,0.0,0.0,1.0,0.0,2.1,0.5,2.6,20.0,13.0,39.0,0.51,0.0,0.51,0.51,0.51,0.36,0.09,0.44,0.36,0.44,1.78,Sag ayak,23-249,4.0,3.0,1.0,3.0,0.0,1.0,1.0,6.0,1.0,5.0,3.0,7.0,0.0
Andoni Gorosabel,Athletic Club,Sag Bek,29.0,4000000.0,0.0,1.0,0.0,7.0,340.0,ESP,DF,La Liga (ISP),4.0,3.8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.3,7.0,17.0,28.0,0.0,0.26,0.26,0.0,0.26,0.01,0.07,0.07,0.01,0.07,1.74,Sag ayak,29-135,8.0,6.0,5.0,3.0,0.0,6.0,6.0,8.0,0.0,8.0,1.0,16.0,1.0
Inigo Lekue,Athletic Club,Sag Bek,32.0,1200000.0,0.0,0.0,0.1,5.0,264.0,ESP,DF,La Liga (ISP),4.0,2.9,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.1,7.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,1.8,Sag ayak,32-227,11.0,8.0,8.0,3.0,0.0,9.0,3.0,3.0,0.0,3.0,1.0,9.0,0.0
Alejandro Rego,Athletic Club,Merkez Orta Saha,22.0,3000000.0,1.0,0.0,0.2,11.0,370.0,ESP,MF,La Liga (ISP),2.0,4.1,1.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.4,3.0,17.0,7.0,0.24,0.0,0.24,0.24,0.24,0.05,0.05,0.1,0.05,0.1,1.92,Sag ayak,22-189,17.0,9.0,5.0,11.0,1.0,6.0,0.0,7.0,2.0,5.0,7.0,2.0,0.0
Unai Gomez,Athletic Club,On Numara,22.0,5000000.0,0.0,0.0,0.3,10.0,301.0,ESP,FW,La Liga (ISP),2.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.5,4.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,0.1,0.07,0.16,0.1,0.16,1.83,Sol ayak,22-206,6.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0
Maroan Sannadi,Athletic Club,Santrafor,24.0,5000000.0,1.0,0.0,1.0,8.0,259.0,MAR,FW,La Liga (ISP),2.0,2.9,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.6,1.6,2.0,4.0,17.0,0.35,0.0,0.35,0.35,0.35,0.36,0.2,0.56,0.36,0.56,1.92,Sag ayak,24-319,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0
Adama Boiro,Athletic Club,Sol Bek,23.0,3000000.0,0.0,0.0,0.0,4.0,198.0,ESP,DF,La Liga (ISP),2.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,4.0,19.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,1.83,Sol ayak,23-178,4.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0
Nicolas Serrano,Athletic Club,Sol Kanat,22.0,1500000.0,0.0,0.0,0.3,7.0,164.0,ESP,FW,La Liga (ISP),2.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.4,8.0,7.0,23.0,0.0,0.0,0.0,0.0,0.0,0.18,0.06,0.24,0.18,0.24,1.76,Sol ayak,22-287,2.0,2.0,1.0,1.0,0.0,2.0,5.0,3.0,0.0,3.0,0.0,2.0,0.0
